index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
580,flightstats,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
581,flightstats,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
582,flightstats,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
583,flightstats,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM
584,flightstats,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
585,flightstats,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
586,flightstats,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
587,flightstats,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
588,flightstats,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
589,flightstats,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
590,flightstats,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
591,flightstats,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
592,flightstats,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
593,flightstats,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
594,flightstats,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
595,flightstats,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
596,flightstats,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
597,flightstats,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM
598,flightstats,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
599,flightstats,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
600,flightstats,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
601,flightstats,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
602,flightstats,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
603,flightstats,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
604,flightstats,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
605,flightstats,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
606,flightstats,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
607,flightstats,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
608,flightstats,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM
609,flightstats,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM
610,flightstats,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,02:00 PM
611,flightstats,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
612,flightstats,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:44 PM
613,flightstats,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
614,flightstats,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
615,flightstats,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
616,flightstats,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
617,flightstats,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
618,flightstats,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
619,flightstats,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,01:30 PM
620,flightstats,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
621,flightstats,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
622,flightstats,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
623,flightstats,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
624,flightstats,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
625,flightstats,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,05:38 PM
626,flightstats,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
627,flightstats,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM
628,flightstats,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
629,flightstats,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
630,panynj,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
631,panynj,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
632,panynj,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
633,panynj,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
634,panynj,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
635,panynj,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
636,panynj,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
637,panynj,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
638,panynj,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
639,panynj,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
640,panynj,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
641,panynj,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
642,panynj,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
643,panynj,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
644,panynj,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM
645,panynj,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,01:19 PM
646,panynj,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
647,panynj,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM
648,panynj,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
649,panynj,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
650,panynj,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,01:40 PM
651,panynj,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
652,panynj,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
653,panynj,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
654,panynj,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
655,panynj,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM
656,panynj,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
657,panynj,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
658,panynj,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
659,panynj,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
660,panynj,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
661,panynj,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
662,panynj,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,01:30 PM
663,panynj,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
664,panynj,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
665,panynj,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
666,panynj,UA-2945-PHL-CLT,12:00 AM,03:11 AM,01:45 PM,01:15 PM
667,panynj,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
668,panynj,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM
669,panynj,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
670,panynj,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
671,panynj,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM
672,panynj,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
673,panynj,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
674,panynj,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
675,panynj,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM
676,panynj,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
677,panynj,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
678,panynj,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
679,panynj,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
680,panynj,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
681,panynj,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
682,panynj,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
683,panynj,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
684,panynj,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
685,panynj,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
686,panynj,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
687,panynj,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
688,panynj,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM
689,panynj,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM
690,panynj,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
691,panynj,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
692,panynj,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
693,panynj,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
694,panynj,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
695,panynj,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
696,panynj,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
697,panynj,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
698,panynj,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM
699,panynj,UA-6273-YYC-SFO,07:35 AM,07:27 AM,09:43 AM,08:45 AM
700,panynj,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM
701,panynj,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM
702,panynj,UA-858-PVG-SFO,01:45 PM,01:32 PM,08:27 AM,08:02 AM
703,panynj,UA-2704-DTW-PHX,11:15 AM,11:15 AM,01:40 PM,02:00 PM
704,panynj,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:20 PM
705,panynj,UA-2708-EWR-CLT,02:55 PM,02:55 PM,04:53 PM,04:44 PM
706,panynj,UA-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
707,panynj,UA-1500-IAH-GUA,08:55 AM,09:16 AM,11:45 AM,11:56 AM
708,panynj,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
709,panynj,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
710,panynj,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
711,panynj,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
712,panynj,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
713,panynj,UA-37-EDI-EWR,09:05 AM,08:52 AM,11:53 AM,12:09 PM
714,panynj,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
715,panynj,AA-415-BOS-ORD,08:35 AM,08:56 AM,10:40 AM,10:16 AM
716,panynj,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM
717,panynj,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
718,panynj,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
719,panynj,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM
720,panynj,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
721,panynj,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
722,panynj,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM
723,panynj,UA-3099-PHX-PHL,11:55 AM,11:55 AM,06:17 PM,05:38 PM
724,panynj,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
725,panynj,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
726,panynj,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM
727,panynj,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
728,panynj,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
729,panynj,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
730,flightexplorer,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
731,flightexplorer,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
732,flightexplorer,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
733,flightexplorer,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
734,flightexplorer,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
735,flightexplorer,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
736,flightexplorer,AA-1544-SAN-ORD,11:25 AM,11:40 AM,05:25 PM,04:56 PM
737,flightexplorer,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
738,flightexplorer,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
739,flightexplorer,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
740,flightexplorer,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
741,flightexplorer,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM
742,flightexplorer,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
743,flightexplorer,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
744,flightexplorer,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
745,flightexplorer,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
746,flightexplorer,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM
747,flightexplorer,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
748,flightexplorer,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM
749,flightexplorer,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
750,flightexplorer,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM
751,flightexplorer,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
752,flightexplorer,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
753,flightexplorer,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
754,flightexplorer,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
755,flightexplorer,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM
756,flightexplorer,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
757,flightexplorer,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
758,flightexplorer,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM
759,flightexplorer,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
760,flightexplorer,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
761,flightexplorer,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
762,flightexplorer,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
763,flightexplorer,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
764,flightexplorer,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
765,flightexplorer,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
766,flightexplorer,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
767,flightexplorer,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
768,flightexplorer,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
769,flightexplorer,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,01:40 PM
770,flightexplorer,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM
771,flightexplorer,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM
772,flightexplorer,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM
773,flightexplorer,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM
774,flightexplorer,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
775,flightexplorer,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
776,flightexplorer,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM
777,flightexplorer,UA-3373-IAD-PHL,08:29 AM,08:26 AM,09:24 AM,09:13 AM
778,flightexplorer,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM
779,flightexplorer,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM
780,flightexplorer,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM
781,flightexplorer,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
782,flightexplorer,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM
783,flightexplorer,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM
784,flightexplorer,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM
785,flightexplorer,UA-6273-YYC-SFO,07:35 AM,07:27 AM,09:43 AM,08:45 AM
786,flightexplorer,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM
787,flightexplorer,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM
788,flightexplorer,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM
789,flightexplorer,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM
790,flightexplorer,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
791,flightexplorer,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM
792,flightexplorer,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM
793,mia,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
794,mia,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM
795,mia,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
796,mia,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
797,mia,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM
798,iad,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
799,dfw,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
800,dfw,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM
801,dfw,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
802,dfw,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
803,dfw,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
804,mco,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
805,mco,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM
806,mco,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
807,mco,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM
808,mco,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
809,mco,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
810,mco,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
811,mco,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
812,flights,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:32 AM
813,flights,CO-1586-IAH-MCO,07:00 PM,07:14 PM,10:15 PM,10:29 PM
814,flights,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM
815,flights,UA-397-JFK-SFO,08:00 AM,08:29 AM,11:55 AM,11:58 AM
816,flights,UA-3925-IAD-ORF,08:41 AM,08:42 AM,09:54 AM,09:43 AM
817,flights,AA-1733-ORD-PHX,07:45 PM,07:58 PM,10:30 PM,10:30 PM
818,flights,AA-3-JFK-LAX,12:00 PM,12:11 PM,03:15 PM,03:16 PM
819,flights,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:17 PM
820,flights,CO-58-DEN-IAH,11:25 AM,11:32 AM,02:50 PM,03:31 PM
821,flights,UA-5487-SFO-MRY,10:39 AM,10:33 AM,11:19 AM,11:21 AM
822,flights,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM
823,flights,UA-414-LAX-SFO,06:00 AM,05:56 AM,07:23 AM,07:17 AM
824,flights,CO-1614-LAX-IAH,12:30 AM,12:41 AM,05:35 AM,05:26 AM
825,flights,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:28 PM
826,flights,CO-52-IAH-LAX,07:35 AM,07:29 AM,09:21 AM,09:14 AM
827,flights,CO-1090-BOS-IAH,09:45 AM,10:19 AM,01:16 PM,01:19 PM
828,flights,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM
829,flights,UA-3515-IAD-MSP,08:15 AM,08:12 AM,10:06 AM,09:56 AM
830,flights,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM
831,flights,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM
832,flights,AA-1886-BOS-MIA,10:45 AM,10:55 AM,02:20 PM,01:40 PM
833,flights,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM
834,flights,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM
835,flights,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,04:47 PM
836,flights,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM
837,flights,CO-1023-IAH-DEN,11:40 AM,11:56 AM,01:17 PM,01:14 PM
838,flights,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM
839,flights,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM
840,flights,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM
841,flights,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM
842,flights,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM
843,flights,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:30 PM
844,flights,UA-854-SFO-IAH,07:53 AM,07:49 AM,01:39 PM,01:30 PM
845,flights,UA-382-IAD-LAX,12:30 PM,12:35 PM,03:19 PM,03:21 PM
846,flights,AA-4344-ORD-DTW,11:45 AM,12:13 PM,02:00 PM,02:10 PM
847,flights,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM
848,flights,UA-2945-PHL-CLT,12:00 AM,03:11 AM,01:45 PM,01:15 PM
849,flights,CO-63-EWR-IAH,05:25 PM,05:22 PM,08:22 PM,08:03 PM
850,flights,CO-47-IAH-LAX,07:10 PM,08:25 PM,08:56 PM,09:52 PM
851,flights,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM
852,flights,UA-248-PHX-ORD,12:57 PM,01:32 PM,05:15 PM,05:34 PM
853,flights,AA-4330-CVG-ORD,03:35 PM,03:36 PM,04:00 PM,03:33 PM
854,flights,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM
855,flights,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM
856,flights,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM
857,flights,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM
858,flights,UA-843-LAX-ORD,01:55 PM,02:10 PM,07:53 PM,07:58 PM
859,flights,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM
860,flights,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM
861,flights,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM
862,flights,AA-1007-MIA-PHX,04:55 PM,05:08 PM,08:05 PM,07:55 PM
863,flights,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM
864,flights,UA-938-DEN-ORD,04:16 PM,04:15 PM,07:35 PM,07:36 PM
865,flights,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM
866,flights,CO-16-LAX-EWR,10:25 AM,10:20 AM,06:44 PM,06:34 PM
867,flights,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:47 AM
868,flights,AA-400-DFW-JFK,10:40 AM,11:01 AM,02:59 PM,03:04 PM
